"PersonNumber","FirstName","LastName","GenderAsString","ParlGroupName","PartyName","PartyAbbreviation","DateJoining","DateLeaving","DateElection","DateOath","DateResignation","DateOfBirth","DateOfDeath"
1399,"P. Albert","Ammann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1906-12-04T00:00:00","1928-12-02T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1928-12-02T00:00:00","1860-10-07T00:00:00","1929-06-04T00:00:00"
1400,"Johann Jakob","Amsler","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1896-12-07T00:00:00","1908-12-06T00:00:00","1896-12-07T00:00:00","1896-12-07T00:00:00","1908-12-06T00:00:00","1848-10-11T00:00:00","1909-02-12T00:00:00"
1401,"Johann-Rudolf","Amsler","m","Groupe libéral-radical","Démocrates","Dém*","1899-12-04T00:00:00","1917-10-30T00:00:00","1899-12-04T00:00:00","1899-12-04T00:00:00","1917-10-30T00:00:00","1853-11-08T00:00:00","1917-10-30T00:00:00"
1402,"Joh. Josef M.","Amstad","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1884-06-04T00:00:00","1894-04-01T00:00:00","1884-06-04T00:00:00","1884-06-04T00:00:00","1894-04-01T00:00:00","1846-09-25T00:00:00","1926-02-14T00:00:00"
1403,"Walter","Amstalden","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1936-12-08T00:00:00","1943-06-01T00:00:00","1926-06-07T00:00:00","1926-06-07T00:00:00","1943-06-01T00:00:00","1883-08-30T00:00:00","1966-06-19T00:00:00"
1404,"Jean-Louis","Ancrenaz","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1857-12-07T00:00:00","1866-12-02T00:00:00","1857-12-07T00:00:00","1857-12-07T00:00:00","1866-12-02T00:00:00","1814-07-02T00:00:00","1879-03-07T00:00:00"
1405,"Emil","Anderegg","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1943-12-06T00:00:00","1951-12-02T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1951-12-02T00:00:00","1903-11-09T00:00:00","1967-09-12T00:00:00"
1406,"Georg Friedrich","Anderegg","m","Centre","Libéral","Lib*","1863-12-07T00:00:00","1875-12-05T00:00:00","1863-12-07T00:00:00","1863-12-07T00:00:00","1875-12-05T00:00:00","1823-08-16T00:00:00","1883-01-16T00:00:00"
1407,"Johann Georg","Anderegg","m","Centre","Libéral","Lib*","1848-11-06T00:00:00","1856-05-21T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1856-05-21T00:00:00","1792-07-08T00:00:00","1856-05-21T00:00:00"
1408,"Josef","Andermatt","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1925-12-07T00:00:00","1930-06-12T00:00:00","1913-09-29T00:00:00","1913-09-29T00:00:00","1930-06-12T00:00:00","1871-12-24T00:00:00","1942-05-15T00:00:00"
1409,"Jos. Fridolin","Anderwert","m",,"Démocrates","Dém*","1875-12-10T00:00:00","1880-12-25T00:00:00","1875-12-10T00:00:00","1875-12-10T00:00:00","1880-12-25T00:00:00","1828-09-19T00:00:00","1880-12-25T00:00:00"
1410,"Paul","André","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1878-12-02T00:00:00","1881-12-04T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1881-12-04T00:00:00","1837-02-23T00:00:00","1896-12-03T00:00:00"
1411,"Paul","Andres","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1941-03-25T00:00:00","1943-12-05T00:00:00","1941-03-25T00:00:00","1941-03-25T00:00:00","1943-12-05T00:00:00","1882-08-17T00:00:00","1974-03-19T00:00:00"
1412,"Henri","Anet","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1946-06-04T00:00:00","1947-11-30T00:00:00","1946-06-04T00:00:00","1946-06-04T00:00:00","1947-11-30T00:00:00","1895-01-15T00:00:00","1983-09-14T00:00:00"
1413,"Ernst","Anliker","m","Non inscrit","Jeunes paysans","JB","1941-01-01T00:00:00","1941-12-31T00:00:00","1935-10-27T00:00:00","1935-12-02T00:00:00","1943-12-05T00:00:00","1906-04-21T00:00:00","1977-06-30T00:00:00"
1414,"Antonio","Antognini","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1961-12-05T00:00:00","1963-12-01T00:00:00","1943-03-29T00:00:00","1943-03-29T00:00:00","1963-12-01T00:00:00","1893-07-22T00:00:00","1972-06-01T00:00:00"
1415,"Francesco","Antognini","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1919-12-01T00:00:00","1922-12-03T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1922-12-03T00:00:00","1863-09-28T00:00:00","1953-06-08T00:00:00"
1416,"Secondo-Vittorio","Antognini","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1923-07-01T00:00:00","1924-11-30T00:00:00","1923-07-01T00:00:00","1923-07-01T00:00:00","1924-11-30T00:00:00","1877-08-22T00:00:00","1958-12-30T00:00:00"
1417,"Willy","Arni","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-01T00:00:00","1967-12-03T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1967-12-03T00:00:00","1899-06-25T00:00:00","1977-11-21T00:00:00"
1418,"Eduard","Arnold","m","Groupe socialiste","Parti socialiste suisse","PSS","1935-12-02T00:00:00","1942-12-17T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1942-12-17T00:00:00","1895-08-30T00:00:00","1977-04-02T00:00:00"
1419,"Emil","Arnold","m","Non inscrit","Parti Suisse du travail","PdT","1952-12-08T00:00:00","1953-06-01T00:00:00","1951-10-28T00:00:00","1951-12-03T00:00:00","1953-06-01T00:00:00","1897-01-22T00:00:00","1974-10-21T00:00:00"
1420,"Franz","Arnold","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1947-12-01T00:00:00","1963-12-01T00:00:00","1947-12-01T00:00:00","1947-12-01T00:00:00","1963-12-01T00:00:00","1897-08-21T00:00:00","1984-12-26T00:00:00"
1421,"Josef","Arnold","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1865-07-03T00:00:00","1890-11-30T00:00:00","1865-07-03T00:00:00","1865-07-03T00:00:00","1890-11-30T00:00:00","1825-03-18T00:00:00","1891-04-10T00:00:00"
1422,"Max","Arnold","m","Groupe socialiste","Parti socialiste suisse","PSS","1975-09-22T00:00:00","1975-11-30T00:00:00","1975-09-22T00:00:00","1975-09-22T00:00:00","1975-11-30T00:00:00","1909-01-08T00:00:00","1998-11-09T00:00:00"
1423,"Johann Bartholome","Arpagaus","m","Centre","Conservateurs modérés","ConsM*","1860-07-02T00:00:00","1861-07-01T00:00:00","1860-07-02T00:00:00","1860-07-02T00:00:00","1861-07-01T00:00:00","1810-10-03T00:00:00","1882-02-03T00:00:00"
1424,"Adolf","Ast","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1922-12-04T00:00:00","1935-12-01T00:00:00","1922-12-04T00:00:00","1922-12-04T00:00:00","1935-12-01T00:00:00","1874-07-16T00:00:00","1936-09-19T00:00:00"
1425,"F.-Alfred-J.","Aubert","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1900-12-03T00:00:00","1901-01-01T00:00:00","1900-12-03T00:00:00","1900-12-03T00:00:00","1901-01-01T00:00:00","1859-09-03T00:00:00","1923-12-18T00:00:00"
1426,"Théodore","Aubert","m","Groupe libéral","Parti libéral démocrate","PLD","1935-12-02T00:00:00","1939-12-03T00:00:00","1935-12-02T00:00:00","1935-12-02T00:00:00","1939-12-03T00:00:00","1878-09-08T00:00:00","1963-01-19T00:00:00"
1427,"Pierre-Ignace","Aubry","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1851-12-01T00:00:00","1854-12-03T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1854-12-03T00:00:00","1796-10-16T00:00:00","1878-04-10T00:00:00"
1428,"F. Xaver J. K.","Auf der Mauer","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1854-12-04T00:00:00","1861-12-01T00:00:00","1854-12-04T00:00:00","1854-12-04T00:00:00","1861-12-01T00:00:00","1822-06-29T00:00:00","1904-02-17T00:00:00"
1429,"Dominik","Auf der Maur","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1966-11-29T00:00:00","1967-12-03T00:00:00","1950-03-13T00:00:00","1950-03-13T00:00:00","1967-12-03T00:00:00","1896-09-18T00:00:00","1978-07-09T00:00:00"
1430,"André","Auroi","m","Groupe socialiste","Parti socialiste suisse","PSS","1963-06-04T00:00:00","1967-12-03T00:00:00","1963-06-04T00:00:00","1963-06-04T00:00:00","1967-12-03T00:00:00","1919-02-15T00:00:00","1999-01-13T00:00:00"
1431,"Johann Jakob","Baader","m","Centre","Libéral","Lib*","1866-12-03T00:00:00","1869-12-05T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1869-12-05T00:00:00","1810-04-04T00:00:00","1879-03-16T00:00:00"
1432,"Johannes","Bach","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1851-12-01T00:00:00","1857-12-06T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1857-12-06T00:00:00","1808-08-04T00:00:00","1866-06-15T00:00:00"
1433,"David E.","Bachelard","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1866-05-01T00:00:00","1866-06-18T00:00:00","1866-05-01T00:00:00","1866-05-01T00:00:00","1866-06-18T00:00:00","1815-08-09T00:00:00","1866-06-18T00:00:00"
1434,"Arthur","Bachmann","m","Groupe socialiste","Parti socialiste suisse","PSS","1963-12-02T00:00:00","1967-06-01T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1967-06-01T00:00:00","1922-01-10T00:00:00","1983-11-05T00:00:00"
1435,"Ernst","Bachmann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1961-12-12T00:00:00","1971-11-28T00:00:00","1961-12-12T00:00:00","1961-12-12T00:00:00","1971-11-28T00:00:00","1912-04-07T00:00:00","1995-09-20T00:00:00"
1436,"Gottlieb","Bachmann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1939-12-04T00:00:00","1943-12-05T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1943-12-05T00:00:00","1874-07-20T00:00:00","1947-02-11T00:00:00"
1437,"Jakob H.","Bachmann","m","Groupe libéral démocrate","PLR.Les Libéraux-Radicaux","PLR","1895-06-04T00:00:00","1895-12-01T00:00:00","1881-12-05T00:00:00","1881-12-05T00:00:00","1895-12-01T00:00:00","1843-11-21T00:00:00","1915-08-26T00:00:00"
1438,"Jakob","Bächtold","m","Groupe AdI/PEP","Alliance des Indépendants","AdI","1978-09-18T00:00:00","1979-11-25T00:00:00","1978-09-18T00:00:00","1978-09-18T00:00:00","1979-11-25T00:00:00","1905-03-03T00:00:00","1993-07-20T00:00:00"
1439,"François-X.","Badoud","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1851-11-30T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1851-11-30T00:00:00","1792-08-22T00:00:00","1852-11-19T00:00:00"
1440,"Henri","Badoux","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1951-12-06T00:00:00","1959-12-06T00:00:00","1951-12-06T00:00:00","1951-12-06T00:00:00","1959-12-06T00:00:00","1909-07-17T00:00:00","1997-10-13T00:00:00"
1441,"Traugott-Philipp Eduard","Bähler","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1887-04-12T00:00:00","1908-12-06T00:00:00","1887-04-12T00:00:00","1887-04-12T00:00:00","1908-12-06T00:00:00","1832-01-13T00:00:00","1910-01-24T00:00:00"
1442,"Emil A.","Baldinger","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1876-03-06T00:00:00","1907-01-05T00:00:00","1876-03-06T00:00:00","1876-03-06T00:00:00","1907-01-05T00:00:00","1838-06-26T00:00:00","1907-01-05T00:00:00"
1443,"Karl L.","Baldinger","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1851-12-01T00:00:00","1852-06-01T00:00:00","1851-12-01T00:00:00","1851-12-01T00:00:00","1852-06-01T00:00:00","1800-11-29T00:00:00","1881-01-26T00:00:00"
1444,"Wilhelm K.","Baldinger","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1852-07-05T00:00:00","1866-12-02T00:00:00","1852-07-05T00:00:00","1852-07-05T00:00:00","1866-12-02T00:00:00","1810-11-30T00:00:00","1881-07-13T00:00:00"
1445,"Luigi A.","Balestra","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1919-12-01T00:00:00","1928-12-02T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1928-12-02T00:00:00","1873-07-17T00:00:00","1970-03-30T00:00:00"
1446,"Francesco","Balli","m","Centre","Parti démocrate-chrétien suisse","PDC","1911-12-04T00:00:00","1917-12-02T00:00:00","1911-12-04T00:00:00","1911-12-04T00:00:00","1917-12-02T00:00:00","1852-09-20T00:00:00","1924-12-21T00:00:00"
1447,"Valentino Alessandro","Balli","m","Centre","Libéral","Lib*","1852-07-05T00:00:00","1854-10-01T00:00:00","1852-07-05T00:00:00","1852-07-05T00:00:00","1854-10-01T00:00:00","1796-10-09T00:00:00","1863-09-08T00:00:00"
1448,"Walter","Ballmoos","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1967-12-04T00:00:00","1971-11-28T00:00:00","1967-12-04T00:00:00","1967-12-04T00:00:00","1971-11-28T00:00:00","1911-07-07T00:00:00","1993-07-20T00:00:00"
1449,"Carl Franz","Bally","m","Centre","PLR.Les Libéraux-Radicaux","PLR","1875-12-06T00:00:00","1878-12-01T00:00:00","1875-12-06T00:00:00","1875-12-06T00:00:00","1878-12-01T00:00:00","1821-10-24T00:00:00","1899-08-05T00:00:00"
1450,"Eduard","Bally","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1902-12-01T00:00:00","1917-12-02T00:00:00","1902-12-01T00:00:00","1902-12-01T00:00:00","1917-12-02T00:00:00","1847-08-11T00:00:00","1926-07-24T00:00:00"
1451,"Iwan","Bally","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1938-02-07T00:00:00","1943-12-05T00:00:00","1938-02-07T00:00:00","1938-02-07T00:00:00","1943-12-05T00:00:00","1876-12-13T00:00:00","1965-08-02T00:00:00"
1452,"Josef Anton","Balmer","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1907-09-16T00:00:00","1928-12-02T00:00:00","1907-09-16T00:00:00","1907-09-16T00:00:00","1928-12-02T00:00:00","1859-04-25T00:00:00","1936-03-13T00:00:00"
1453,"Peter","Balmer","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1928-03-03T00:00:00","1935-12-01T00:00:00","1928-03-03T00:00:00","1928-03-03T00:00:00","1935-12-01T00:00:00","1872-10-01T00:00:00","1951-07-20T00:00:00"
1454,"Gottfried","Bangerter","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1890-12-01T00:00:00","1902-11-30T00:00:00","1890-12-01T00:00:00","1890-12-01T00:00:00","1902-11-30T00:00:00","1847-05-24T00:00:00","1923-07-30T00:00:00"
1455,"Ernst","Barben","m","Non inscrit","Jeunes paysans","JB","1943-12-06T00:00:00","1947-11-30T00:00:00","1943-12-06T00:00:00","1943-12-06T00:00:00","1947-11-30T00:00:00","1899-03-23T00:00:00","1993-04-17T00:00:00"
1456,"Cyprien","Barlatey","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1869-07-05T00:00:00","1871-06-01T00:00:00","1869-07-05T00:00:00","1869-07-05T00:00:00","1871-06-01T00:00:00","1821-01-08T00:00:00","1891-02-24T00:00:00"
1457,"Remigius","Bärlocher","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1963-12-02T00:00:00","1971-11-28T00:00:00","1963-12-02T00:00:00","1963-12-02T00:00:00","1971-11-28T00:00:00","1915-10-14T00:00:00","1984-12-15T00:00:00"
1458,"Louis-G.","Barman","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1860-12-03T00:00:00","1878-12-01T00:00:00","1860-12-03T00:00:00","1860-12-03T00:00:00","1878-12-01T00:00:00","1805-04-14T00:00:00","1890-11-03T00:00:00"
1459,"Maurice","Barman","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1848-11-06T00:00:00","1857-12-06T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1857-12-06T00:00:00","1808-08-07T00:00:00","1878-08-04T00:00:00"
1460,"Pierre","Barman","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1923-11-01T00:00:00","1943-12-05T00:00:00","1923-11-01T00:00:00","1923-11-01T00:00:00","1943-12-05T00:00:00","1880-12-30T00:00:00","1944-09-30T00:00:00"
1461,"Jean-Louis","Barrelet","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1954-12-07T00:00:00","1969-06-01T00:00:00","1945-03-19T00:00:00","1945-03-19T00:00:00","1969-06-01T00:00:00","1902-05-13T00:00:00","1976-09-03T00:00:00"
1462,"Ernst","Bärtschi","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1939-12-04T00:00:00","1951-12-02T00:00:00","1939-12-04T00:00:00","1939-12-04T00:00:00","1951-12-02T00:00:00","1882-07-29T00:00:00","1976-04-04T00:00:00"
1463,"Antonio","Battaglini","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1893-12-04T00:00:00","1907-12-01T00:00:00","1893-12-04T00:00:00","1893-12-04T00:00:00","1907-12-01T00:00:00","1845-10-08T00:00:00","1923-11-14T00:00:00"
1464,"Carlo","Battaglini","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1882-06-05T00:00:00","1887-10-01T00:00:00","1882-06-05T00:00:00","1882-06-05T00:00:00","1887-10-01T00:00:00","1812-07-02T00:00:00","1888-08-03T00:00:00"
1465,"Charles-H.-A.","Baud","m","Gauche","PLR.Les Libéraux-Radicaux","PLR","1866-12-03T00:00:00","1893-12-03T00:00:00","1866-12-03T00:00:00","1866-12-03T00:00:00","1893-12-03T00:00:00","1825-04-17T00:00:00","1908-12-25T00:00:00"
1466,"Maurice","Baudat","m","Groupe libéral","Parti libéral démocrate","PLD","1945-09-18T00:00:00","1947-11-30T00:00:00","1945-09-18T00:00:00","1945-09-18T00:00:00","1947-11-30T00:00:00","1888-03-31T00:00:00","1969-02-23T00:00:00"
1467,"Robert","Bauder","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1954-12-06T00:00:00","1955-12-04T00:00:00","1954-12-06T00:00:00","1954-12-06T00:00:00","1955-12-04T00:00:00","1916-01-11T00:00:00","1991-04-16T00:00:00"
1468,"Albert","Bauer","m","Groupe socialiste","Parti socialiste suisse","PSS","1951-12-03T00:00:00","1970-01-11T00:00:00","1951-12-03T00:00:00","1951-12-03T00:00:00","1970-01-11T00:00:00","1911-11-07T00:00:00","1970-01-11T00:00:00"
1469,"Heinrich","Baumann","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1922-12-04T00:00:00","1929-12-01T00:00:00","1922-12-04T00:00:00","1922-12-04T00:00:00","1929-12-01T00:00:00","1861-12-04T00:00:00","1932-05-14T00:00:00"
1470,"Jakob","Baumann","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1919-12-01T00:00:00","1942-08-23T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1942-08-23T00:00:00","1881-05-31T00:00:00","1942-08-23T00:00:00"
1471,"Johann Kaspar","Baumann","m","Centre","Libéral","Lib*","1878-12-02T00:00:00","1884-11-30T00:00:00","1878-12-02T00:00:00","1878-12-02T00:00:00","1884-11-30T00:00:00","1830-05-04T00:00:00","1896-11-15T00:00:00"
1472,"Johann Ulrich","Baumann","m","Gauche démocratique","Démocrates","Dém*","1889-03-25T00:00:00","1890-10-01T00:00:00","1889-03-25T00:00:00","1889-03-25T00:00:00","1890-10-01T00:00:00","1851-05-18T00:00:00","1904-12-27T00:00:00"
1473,"Johannes","Baumann","m",,"PLR.Les Libéraux-Radicaux","PLR","1938-01-01T00:00:00","1938-12-31T00:00:00","1934-03-22T00:00:00","1938-01-01T00:00:00","1938-12-31T00:00:00","1874-11-27T00:00:00","1953-09-08T00:00:00"
1474,"Rudolf","Baumann","m","Groupe de politique sociale","Grutléens","Grut*","1921-06-06T00:00:00","1922-12-03T00:00:00","1921-06-06T00:00:00","1921-06-06T00:00:00","1922-12-03T00:00:00","1885-08-16T00:00:00","1956-03-19T00:00:00"
1475,"Walter","Baumann","m","Groupe de l'Union démocratique du Centre","Union Démocratique du Centre","UDC","1966-03-14T00:00:00","1979-11-25T00:00:00","1966-03-14T00:00:00","1966-03-14T00:00:00","1979-11-25T00:00:00","1914-02-04T00:00:00","1986-08-24T00:00:00"
1476,"Georg","Baumberger","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1919-12-01T00:00:00","1931-05-21T00:00:00","1919-12-01T00:00:00","1919-12-01T00:00:00","1931-05-21T00:00:00","1855-03-08T00:00:00","1931-05-21T00:00:00"
1477,"Alfred","Baumgartner","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1942-03-17T00:00:00","1944-03-20T00:00:00","1942-03-17T00:00:00","1942-03-17T00:00:00","1944-03-20T00:00:00","1895-08-26T00:00:00","1944-03-20T00:00:00"
1478,"Bonaventura","Baumgartner","m","Gauche","Démocrates","Dém*","1875-03-08T00:00:00","1875-06-01T00:00:00","1875-03-08T00:00:00","1875-03-08T00:00:00","1875-06-01T00:00:00","1822-08-18T00:00:00","1884-03-04T00:00:00"
1479,"David","Baumgartner","m","Groupe socialiste","Parti socialiste suisse","PSS","1965-09-20T00:00:00","1978-03-09T00:00:00","1965-09-20T00:00:00","1965-09-20T00:00:00","1978-03-09T00:00:00","1908-02-03T00:00:00","1999-12-11T00:00:00"
1480,"Emil","Baumgartner","m","Groupe libéral-radical","PLR.Les Libéraux-Radicaux","PLR","1955-12-05T00:00:00","1967-12-03T00:00:00","1955-12-05T00:00:00","1955-12-05T00:00:00","1967-12-03T00:00:00","1905-07-20T00:00:00","1977-02-27T00:00:00"
1481,"Franz","Baumgartner","m","Non inscrit","Démocrates Suisses","DS","1979-03-05T00:00:00","1979-11-25T00:00:00","1979-03-05T00:00:00","1979-03-05T00:00:00","1979-11-25T00:00:00","1926-08-03T00:00:00",
1482,"Gallus Jakob","Baumgartner","m","Le Groupe du Centre. Le Centre. PEV.","Parti démocrate-chrétien suisse","PDC","1857-07-06T00:00:00","1861-06-01T00:00:00","1857-07-06T00:00:00","1857-07-06T00:00:00","1861-06-01T00:00:00","1797-10-16T00:00:00","1869-07-12T00:00:00"
1483,"Johann Baptist","Bavier","m","Centre","Libéral","Lib*","1848-11-06T00:00:00","1856-09-19T00:00:00","1848-11-06T00:00:00","1848-11-06T00:00:00","1856-09-19T00:00:00","1795-10-04T00:00:00","1856-09-19T00:00:00"
1484,"Simeon","Bavier","m",,"Libéral","Lib*","1882-01-01T00:00:00","1882-12-31T00:00:00","1878-12-10T00:00:00","1882-01-01T00:00:00","1882-12-31T00:00:00","1825-09-16T00:00:00","1896-01-27T00:00:00"
