,PersonNumber,FirstName,LastName,GenderAsString,ParlGroupName,PartyName,PartyAbbreviation,DateJoining,DateLeaving,DateElection,DateOath,DateResignation,DateOfBirth,DateOfDeath
3474,4170,Franz,Ruppen,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,2021-04-30T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2021-04-30T00:00:00,1971-02-24T00:00:00,
3475,4172,Werner,Salzmann,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-11-17T00:00:00,2019-12-02T00:00:00,,1962-11-05T00:00:00,
3476,4173,Sandra,Sollberger,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1973-10-27T00:00:00,
3477,4174,Barbara,Steinemann,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-06-18T00:00:00,
3478,4175,Mauro,Tuena,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1972-01-25T00:00:00,
3479,4176,Hans-Ueli,Vogt,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,2021-12-31T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2021-12-31T00:00:00,1969-12-05T00:00:00,
3480,4177,Bruno,Walliser,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-04-11T00:00:00,
3481,4178,Claudio,Zanetti,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1967-06-16T00:00:00,
3482,4179,David,Zuberbühler,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-02-20T00:00:00,
3483,4180,Thomas,Ammann,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1964-07-13T00:00:00,2022-10-16T00:00:00
3484,4181,Andrea,Gmür-Schönenberger,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2020-01-17T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-07-17T00:00:00,
3485,4182,Claude,Béglé,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1949-12-04T00:00:00,
3486,4183,Géraldine,Marchand-Balet,f,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1971-01-18T00:00:00,
3487,4184,Sibel,Arslan,f,Groupe des VERT-E-S,Grüne (Basels starke Alternative),BastA,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-06-23T00:00:00,
3488,4185,Jonas,Fricker,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2015-11-30T00:00:00,2017-11-26T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2017-11-26T00:00:00,1977-03-30T00:00:00,
3489,4186,Lisa,Mazzone,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-11-10T00:00:00,2019-12-02T00:00:00,,1988-01-25T00:00:00,
3490,4187,Philippe,Bauer,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-04-09T00:00:00,
3491,4188,Frédéric,Borloz,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,2022-06-09T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2022-06-09T00:00:00,1966-04-22T00:00:00,
3492,4189,Thierry,Burkart,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-11-24T00:00:00,2019-12-02T00:00:00,,1975-08-21T00:00:00,
3493,4190,Marcel,Dobler,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-08-29T00:00:00,
3494,4191,Benoît,Genecand,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1964-01-28T00:00:00,2021-08-11T00:00:00
3496,4193,Philippe,Nantermod,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-03-27T00:00:00,
3497,4194,Laurent,Wehrli,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1965-06-04T00:00:00,
3498,4195,Laurence,Fehlmann Rielle,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1955-09-11T00:00:00,
3499,4196,Tim,Guldimann,m,Groupe socialiste,Parti socialiste suisse,PSS,2015-11-30T00:00:00,2018-03-14T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2018-03-14T00:00:00,1950-09-19T00:00:00,
3500,4197,Min Li,Marti,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1974-06-01T00:00:00,
3501,4198,Mattea,Meyer,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1987-11-09T00:00:00,
3502,4199,Priska,Seiler Graf,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-08-29T00:00:00,
3503,4200,Duri,Campell,m,Groupe BD,Parti bourgeois-démocratique suisse,PBD,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1963-04-05T00:00:00,
3504,4201,Denis,de la Reussille,m,Groupe des VERT-E-S,Parti Suisse du travail,PdT,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-10-24T00:00:00,
3505,4202,Regine,Sauter,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-04-16T00:00:00,
3506,4203,Angelo,Barrile,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-08-22T00:00:00,
3507,4204,Beat,Rieder,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-11-03T00:00:00,2019-12-02T00:00:00,,1963-02-12T00:00:00,
3508,4205,Beat,Vonlanthen,m,Le Groupe du Centre. Le Centre. PEV.,Parti démocrate-chrétien suisse,PDC,2015-11-30T00:00:00,2019-12-01T00:00:00,2015-11-08T00:00:00,2015-11-30T00:00:00,2019-12-01T00:00:00,1957-04-08T00:00:00,
3509,4206,Erich,Ettlin,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-09-01T00:00:00,2019-12-02T00:00:00,,1962-05-30T00:00:00,
3510,4207,Damian,Müller,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-10-25T00:00:00,
3511,4208,Matthias Samuel,Jauslin,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-04-20T00:00:00,
3512,4209,Hans-Ulrich,Bigler,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2015-12-08T00:00:00,2019-12-01T00:00:00,2015-11-22T00:00:00,2015-12-08T00:00:00,2019-12-01T00:00:00,1958-04-05T00:00:00,
3514,4212,Thomas,Egger,m,Le Groupe du Centre. Le Centre. PEV.,Christlichsoziale Volkspartei Oberwallis,CSPO,2017-06-15T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2017-06-15T00:00:00,2019-12-01T00:00:00,1967-08-15T00:00:00,
3515,4213,Samuel,Bendahan,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-06-11T00:00:00,
3516,4214,Niklaus-Samuel,Gugger,m,Le Groupe du Centre. Le Centre. PEV.,Parti évangélique suisse,PEV,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1970-05-01T00:00:00,
3517,4215,Hansjörg,Brunner,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2017-11-27T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2017-11-27T00:00:00,2019-12-01T00:00:00,1966-11-23T00:00:00,
3518,4216,Diana,Gutjahr,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-01-13T00:00:00,
3519,4217,Rocco,Cattaneo,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-12-06T00:00:00,
3520,4218,Irène,Kälin,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1987-02-06T00:00:00,
3521,4219,Brigitte,Crottaz,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1957-10-06T00:00:00,
3522,4220,Benjamin,Roduit,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-11-22T00:00:00,
3523,4221,Michael,Töngi,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-03-16T00:00:00,
3524,4222,Nicolo,Paganini,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-06-08T00:00:00,
3525,4223,Fabian,Molina,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1990-07-08T00:00:00,
3526,4224,Flavia,Wasserfallen,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1979-02-07T00:00:00,
3527,4225,Philipp,Kutter,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-08-31T00:00:00,
3528,4226,Adrian,Wüthrich,m,Groupe socialiste,Parti socialiste suisse,PSS,2018-05-29T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2018-05-29T00:00:00,2019-12-01T00:00:00,1980-05-07T00:00:00,
3529,4227,Daniel,Frei,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-05-29T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2018-12-10T00:00:00,2019-12-01T00:00:00,1979-02-05T00:00:00,
3530,4228,Samira,Marti,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1994-01-23T00:00:00,
3531,4229,Mike,Egger,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1992-08-02T00:00:00,
3532,4230,Philipp Matthias,Bregy,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1978-07-07T00:00:00,
3533,4232,Nicolas,Rochat Fernandez,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-05-07T00:00:00,2019-12-01T00:00:00,2015-10-18T00:00:00,2019-05-07T00:00:00,2019-12-01T00:00:00,1982-12-09T00:00:00,
3534,4234,Therese,Schläpfer,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1959-04-14T00:00:00,
3535,4236,Martin,Haab,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-05-03T00:00:00,
3536,4237,Benedikt,Würth,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-11-17T00:00:00,2019-12-02T00:00:00,,1968-01-20T00:00:00,
3537,4238,Elisabeth,Baume-Schneider,f,,Parti socialiste suisse,PSS,2023-01-01T00:00:00,,2022-12-07T00:00:00,2023-01-01T00:00:00,,1963-12-24T00:00:00,
3538,4239,Eva,Herzog,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-12-25T00:00:00,
3539,4240,Charles,Juillard,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1962-12-17T00:00:00,
3540,4241,Jakob,Stark,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-09-08T00:00:00,
3541,4242,Céline,Vara,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-10-04T00:00:00,
3542,4243,Heidi,Z'graggen,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-02-01T00:00:00,
3543,4244,Mathias,Zopfi,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1983-12-14T00:00:00,
3544,4245,Gerhard,Andrey,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-01-21T00:00:00,
3545,4246,Christine,Badertscher,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1982-01-11T00:00:00,
3546,4247,Kilian,Baumann,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-12-14T00:00:00,
3547,4248,Judith,Bellaiche,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1971-02-02T00:00:00,
3548,4249,Marianne,Binder-Keller,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-06-15T00:00:00,
3549,4250,Martina,Bircher,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-04-13T00:00:00,
3550,4251,Thomas,Brunner,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-07-25T00:00:00,
3551,4252,Katja,Christ,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1972-08-01T00:00:00,
3552,4253,Christophe,Clivaz,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-01-07T00:00:00,
3553,4254,Damien,Cottier,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2022-02-28T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-04-03T00:00:00,
3554,4255,Christian,Dandrès,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-02-13T00:00:00,
3555,4256,Simone,de Montmollin,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-07-20T00:00:00,
3556,4257,Jacqueline,de Quattro,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1960-06-24T00:00:00,
3557,4258,Kurt,Egger,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1956-01-19T00:00:00,
3558,4259,Alex,Farinelli,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-12-16T00:00:00,
3559,4260,Fabien,Fivaz,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1978-02-25T00:00:00,
3560,4261,Esther,Friedli,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1977-06-04T00:00:00,
3561,4262,Tamara,Funiciello,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1990-03-20T00:00:00,
3562,4263,Andreas,Gafner,m,Groupe de l'Union démocratique du Centre,Union Démocratique Féderale,UDF,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1971-03-31T00:00:00,
3563,4264,Jean-Pierre,Gallati,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,2020-03-01T00:00:00,2019-10-20T00:00:00,2019-12-02T00:00:00,2020-03-01T00:00:00,1966-08-24T00:00:00,
3564,4265,Anna,Giacometti,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1961-09-08T00:00:00,
3565,4266,Benjamin,Giezendanner,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1982-04-22T00:00:00,
3566,4267,Corina,Gredig,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1987-09-08T00:00:00,
3567,4268,Greta,Gysin,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1983-10-06T00:00:00,
3568,4270,Baptiste,Hurni,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1986-04-04T00:00:00,
3569,4271,Sidney,Kamerzin,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-03-19T00:00:00,
3570,4272,Delphine,Klopfenstein Broggini,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1976-06-09T00:00:00,
3571,4273,Sandra,Locher Benguerel,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-09-16T00:00:00,
3572,4274,Jörg,Mäder,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-07-20T00:00:00,
3573,4275,Vincent,Maitre,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1981-01-12T00:00:00,
3574,4276,Michel,Matter,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1964-12-31T00:00:00,
3575,4277,Melanie,Mettler,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1977-12-03T00:00:00,
3576,4278,Sophie,Michaud Gigon,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1975-01-20T00:00:00,
3577,4279,François,Pointet,m,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-06-25T00:00:00,
3578,4280,Léonore,Porchet,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1989-07-09T00:00:00,
3579,4281,Jon,Pult,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1984-10-12T00:00:00,
3580,4282,Thomas,Rechsteiner,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1971-11-14T00:00:00,
3581,4283,Franziska,Roth,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-04-17T00:00:00,
3582,4284,Marie-France,Roth Pasquier,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-04-25T00:00:00,
3583,4285,Monika,Rüegger,f,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-03-25T00:00:00,
3584,4286,Franziska,Ryser,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1991-10-22T00:00:00,
3585,4287,Barbara,Schaffner,f,Groupe vert'libéral,Parti vert'libéral,pvl,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1968-07-28T00:00:00,
3586,4288,Marionna,Schlatter,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-11-14T00:00:00,
3587,4289,Meret,Schneider,f,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1992-08-22T00:00:00,
3588,4290,Andri,Silberschmidt,m,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1994-02-26T00:00:00,
3589,4292,Simon,Stadler,m,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1988-05-02T00:00:00,
3590,4293,Manuel,Strupler,m,Groupe de l'Union démocratique du Centre,Union Démocratique du Centre,UDC,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1980-04-12T00:00:00,
3591,4294,Lilian,Studer,f,Le Groupe du Centre. Le Centre. PEV.,Parti évangélique suisse,PEV,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1977-12-20T00:00:00,
3592,4295,Gabriela,Suter,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1972-12-12T00:00:00,
3593,4296,Susanne,Vincenz-Stauffacher,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-01-21T00:00:00,
3594,4297,Nicolas,Walder,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1966-05-02T00:00:00,
3595,4298,Manuela,Weichelt,f,Groupe des VERT-E-S,Alternative-die Grünen Kanton Zug,Al,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1967-07-21T00:00:00,
3596,4299,Felix,Wettstein,m,Groupe des VERT-E-S,Les VERT-E-S suisses,VERT-E-S,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1958-01-19T00:00:00,
3597,4300,Céline,Widmer,f,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1978-05-26T00:00:00,
3598,4301,Stefania,Prezioso Batou,f,Groupe des VERT-E-S,Ensemble à Gauche,EàG,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-01-25T00:00:00,
3599,4303,Marianne,Maret,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-11-03T00:00:00,2019-12-02T00:00:00,,1958-06-15T00:00:00,
3600,4304,Mustafa,Atici,m,Groupe socialiste,Parti socialiste suisse,PSS,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1969-10-02T00:00:00,
3601,4305,Priska,Wismer-Felder,f,Le Groupe du Centre. Le Centre. PEV.,Le Centre,M-E,2019-12-02T00:00:00,,2019-10-20T00:00:00,2019-12-02T00:00:00,,1970-10-02T00:00:00,
3602,4306,Johanna,Gapany,f,Groupe libéral-radical,PLR.Les Libéraux-Radicaux,PLR,2019-12-02T00:00:00,,2019-11-10T00:00:00,2019-12-02T00:00:00,,1988-07-25T00:00:00,
